HHID,TIME,PASTA,EXPOS,AGE,INCOME,AREA
9,11,2.302157287,0,36.35064505,18729.38958,Amsterdam
9,12,2.67619498,0,36.35064505,18729.38958,Amsterdam
9,13,4.320570856,0,36.35064505,18729.38958,Amsterdam
9,14,0,0,36.35064505,18729.38958,Amsterdam
9,15,1.680955621,0,36.35064505,18729.38958,Amsterdam
9,16,1.383778327,0,36.35064505,18729.38958,Amsterdam
9,17,2.63879814,0,36.35064505,18729.38958,Amsterdam
9,18,2.212590495,0,36.35064505,18729.38958,Amsterdam
9,19,2.817151311,0,36.35064505,18729.38958,Amsterdam
9,20,3.03310402,0,36.35064505,18729.38958,Amsterdam
10,1,1.690337599,0,64.1326413,28829.33253,Berlin
10,2,0.504304831,0,64.1326413,28829.33253,Berlin
10,3,1.992416595,2,64.1326413,28829.33253,Berlin
10,4,3.1279402,1,64.1326413,28829.33253,Berlin
10,5,2.01622081,0,64.1326413,28829.33253,Berlin
10,6,2.385451931,0,64.1326413,28829.33253,Berlin
10,7,0.663936516,1,64.1326413,28829.33253,Berlin
10,8,1.189296147,0,64.1326413,28829.33253,Berlin
10,9,1.321669994,1,64.1326413,28829.33253,Berlin
10,10,0.580119444,1,64.1326413,28829.33253,Berlin
10,11,2.389836611,1,64.1326413,28829.33253,Berlin
10,12,1.075402462,0,64.1326413,28829.33253,Berlin
10,13,1.581385737,0,64.1326413,28829.33253,Berlin
10,14,2.805479957,2,64.1326413,28829.33253,Berlin
10,15,2.173024443,0,64.1326413,28829.33253,Berlin
10,16,0,0,64.1326413,28829.33253,Berlin
10,17,1.016788963,1,64.1326413,28829.33253,Berlin
10,18,2.893257476,1,64.1326413,28829.33253,Berlin
10,19,1.874463513,1,64.1326413,28829.33253,Berlin
10,20,3.963826512,2,64.1326413,28829.33253,Berlin
11,1,2.689933569,2,58.59357106,24858.08615,Amsterdam
11,2,3.438044898,1,58.59357106,24858.08615,Amsterdam
11,3,2.540289923,0,58.59357106,24858.08615,Amsterdam
11,4,2.555065116,2,58.59357106,24858.08615,Amsterdam
11,5,1.026862135,0,58.59357106,24858.08615,Amsterdam
11,6,2.196423893,1,58.59357106,24858.08615,Amsterdam
11,7,0.547136538,0,58.59357106,24858.08615,Amsterdam
11,8,1.253684153,3,58.59357106,24858.08615,Amsterdam
11,9,2.822654283,1,58.59357106,24858.08615,Amsterdam
11,10,2.332967615,0,58.59357106,24858.08615,Amsterdam
11,11,2.586469103,1,58.59357106,24858.08615,Amsterdam
11,12,0.691346804,3,58.59357106,24858.08615,Amsterdam
11,13,2.914574717,2,58.59357106,24858.08615,Amsterdam
11,14,2.200185377,1,58.59357106,24858.08615,Amsterdam
11,15,1.484561933,1,58.59357106,24858.08615,Amsterdam
11,16,4.010047204,0,58.59357106,24858.08615,Amsterdam
11,17,0.929137608,0,58.59357106,24858.08615,Amsterdam
11,18,0.811353831,1,58.59357106,24858.08615,Amsterdam
11,19,0.490048615,0,58.59357106,24858.08615,Amsterdam
11,20,0.806311162,1,58.59357106,24858.08615,Amsterdam
12,1,1.333791249,0,64.22957273,25214.33137,Brussels
12,2,1.013181964,1,64.22957273,25214.33137,Brussels
12,3,2.174072595,0,64.22957273,25214.33137,Brussels
12,4,0.035613268,0,64.22957273,25214.33137,Brussels
12,5,0,0,64.22957273,25214.33137,Brussels
12,6,0.254047201,1,64.22957273,25214.33137,Brussels
12,7,0.36619051,1,64.22957273,25214.33137,Brussels
12,8,2.804069445,0,64.22957273,25214.33137,Brussels
12,9,1.936163292,2,64.22957273,25214.33137,Brussels
12,10,1.516422742,1,64.22957273,25214.33137,Brussels
12,11,2.823296903,0,64.22957273,25214.33137,Brussels
12,12,1.768201485,0,64.22957273,25214.33137,Brussels
12,13,0.414485458,0,64.22957273,25214.33137,Brussels
12,14,1.813934433,1,64.22957273,25214.33137,Brussels
12,15,1.414797502,0,64.22957273,25214.33137,Brussels
12,16,0.748091764,1,64.22957273,25214.33137,Brussels
12,17,2.814061044,1,64.22957273,25214.33137,Brussels
12,18,2.609244219,1,64.22957273,25214.33137,Brussels
12,19,1.070974844,0,64.22957273,25214.33137,Brussels
12,20,1.654307174,0,64.22957273,25214.33137,Brussels
13,1,0.019516154,0,23.11837398,13678.5558,Brussels
13,2,1.535560841,0,23.11837398,13678.5558,Brussels
13,3,2.020137131,2,23.11837398,13678.5558,Brussels
13,4,2.501576929,2,23.11837398,13678.5558,Brussels
13,5,3.528409628,2,23.11837398,13678.5558,Brussels
13,6,3.745637213,3,23.11837398,13678.5558,Brussels
13,7,1.858350217,1,23.11837398,13678.5558,Brussels
13,8,3.049210371,0,23.11837398,13678.5558,Brussels
13,9,2.052244612,1,23.11837398,13678.5558,Brussels
13,10,1.482618674,0,23.11837398,13678.5558,Brussels
13,11,1.103895805,0,23.11837398,13678.5558,Brussels
13,12,3.789719082,4,23.11837398,13678.5558,Brussels
13,13,1.755870224,0,23.11837398,13678.5558,Brussels
13,14,1.161546789,0,23.11837398,13678.5558,Brussels
13,15,2.253425162,0,23.11837398,13678.5558,Brussels
13,16,2.504880975,0,23.11837398,13678.5558,Brussels
13,17,2.893017538,1,23.11837398,13678.5558,Brussels
13,18,2.24708922,0,23.11837398,13678.5558,Brussels
13,19,1.369208192,0,23.11837398,13678.5558,Brussels
13,20,3.172319775,0,23.11837398,13678.5558,Brussels
14,1,1.718355657,1,56.86385419,15337.47456,Amsterdam
14,2,1.953832981,0,56.86385419,15337.47456,Amsterdam
14,3,0.717561794,1,56.86385419,15337.47456,Amsterdam
14,4,2.690392011,1,56.86385419,15337.47456,Amsterdam
14,5,0,0,56.86385419,15337.47456,Amsterdam
14,6,1.587848835,1,56.86385419,15337.47456,Amsterdam
14,7,3.259311335,2,56.86385419,15337.47456,Amsterdam
14,8,2.105309541,1,56.86385419,15337.47456,Amsterdam
14,9,1.646970707,0,56.86385419,15337.47456,Amsterdam
14,10,1.94390399,0,56.86385419,15337.47456,Amsterdam
14,11,2.14695184,1,56.86385419,15337.47456,Amsterdam
14,12,1.492774701,0,56.86385419,15337.47456,Amsterdam
14,13,2.444683283,1,56.86385419,15337.47456,Amsterdam
14,14,2.123979549,1,56.86385419,15337.47456,Amsterdam
14,15,2.998238772,0,56.86385419,15337.47456,Amsterdam
14,16,1.657683681,0,56.86385419,15337.47456,Amsterdam
14,17,2.418873905,1,56.86385419,15337.47456,Amsterdam
14,18,1.750849078,1,56.86385419,15337.47456,Amsterdam
14,19,0.951065921,0,56.86385419,15337.47456,Amsterdam
14,20,2.810562701,0,56.86385419,15337.47456,Amsterdam
15,1,3.023035306,0,22.34961169,21712.87003,Brussels
15,2,1.365952772,0,22.34961169,21712.87003,Brussels
15,3,3.101841382,0,22.34961169,21712.87003,Brussels
15,4,3.161979345,0,22.34961169,21712.87003,Brussels
15,5,2.239992754,0,22.34961169,21712.87003,Brussels
15,6,2.235555419,0,22.34961169,21712.87003,Brussels
15,7,2.291045172,1,22.34961169,21712.87003,Brussels
15,8,2.836353636,0,22.34961169,21712.87003,Brussels
15,9,1.367363253,0,22.34961169,21712.87003,Brussels
15,10,4.078683056,2,22.34961169,21712.87003,Brussels
15,11,3.870893678,1,22.34961169,21712.87003,Brussels
15,12,3.069684232,1,22.34961169,21712.87003,Brussels
15,13,1.29276345,0,22.34961169,21712.87003,Brussels
15,14,2.360939986,0,22.34961169,21712.87003,Brussels
15,15,3.025856865,1,22.34961169,21712.87003,Brussels
15,16,3.304571602,1,22.34961169,21712.87003,Brussels
15,17,2.707251882,2,22.34961169,21712.87003,Brussels
15,18,1.077610306,0,22.34961169,21712.87003,Brussels
15,19,2.147181658,1,22.34961169,21712.87003,Brussels
15,20,1.679925441,1,22.34961169,21712.87003,Brussels
16,1,4.005858443,3,47.55713383,6822.164394,Berlin
16,2,1.763240553,1,47.55713383,6822.164394,Berlin
16,3,1.675674047,0,47.55713383,6822.164394,Berlin
16,4,3.064347565,0,47.55713383,6822.164394,Berlin
16,5,1.384638002,0,47.55713383,6822.164394,Berlin
16,6,1.90484162,0,47.55713383,6822.164394,Berlin
16,7,2.394586917,1,47.55713383,6822.164394,Berlin
16,8,2.143367019,0,47.55713383,6822.164394,Berlin
16,9,0.096661114,0,47.55713383,6822.164394,Berlin
16,10,2.418124311,1,47.55713383,6822.164394,Berlin
16,11,0.271466914,0,47.55713383,6822.164394,Berlin
16,12,0.088156111,0,47.55713383,6822.164394,Berlin
16,13,2.570357921,1,47.55713383,6822.164394,Berlin
16,14,2.171516643,0,47.55713383,6822.164394,Berlin
16,15,2.93466285,0,47.55713383,6822.164394,Berlin
16,16,3.056060326,1,47.55713383,6822.164394,Berlin
16,17,2.398570687,1,47.55713383,6822.164394,Berlin
16,18,1.104986136,0,47.55713383,6822.164394,Berlin
16,19,4.13114324,0,47.55713383,6822.164394,Berlin
16,20,4.498803951,0,47.55713383,6822.164394,Berlin
17,1,2.373106013,1,53.82312494,18486.25764,Berlin
17,2,1.936267029,1,53.82312494,18486.25764,Berlin
17,3,2.18516981,0,53.82312494,18486.25764,Berlin
17,4,1.456679739,1,53.82312494,18486.25764,Berlin
17,5,2.054691427,1,53.82312494,18486.25764,Berlin
17,6,0.77526139,1,53.82312494,18486.25764,Berlin
17,7,2.443595498,2,53.82312494,18486.25764,Berlin
17,8,0.801500211,0,53.82312494,18486.25764,Berlin
17,9,0.73652152,0,53.82312494,18486.25764,Berlin
17,10,0,0,53.82312494,18486.25764,Berlin
17,11,1.334316446,1,53.82312494,18486.25764,Berlin
17,12,0.741710674,1,53.82312494,18486.25764,Berlin
17,13,1.978536387,0,53.82312494,18486.25764,Berlin
17,14,1.112532153,0,53.82312494,18486.25764,Berlin
17,15,2.381325893,1,53.82312494,18486.25764,Berlin
17,16,4.23651586,1,53.82312494,18486.25764,Berlin
17,17,2.1384896,0,53.82312494,18486.25764,Berlin
17,18,2.253494724,1,53.82312494,18486.25764,Berlin
17,19,0.817220691,1,53.82312494,18486.25764,Berlin
17,20,0.79894471,0,53.82312494,18486.25764,Berlin
18,1,0.611983742,0,59.50133021,19664.682,Paris
18,2,2.622159828,1,59.50133021,19664.682,Paris
18,3,3.343091468,1,59.50133021,19664.682,Paris
18,4,3.668612346,0,59.50133021,19664.682,Paris
18,5,1.507653594,0,59.50133021,19664.682,Paris
18,6,2.854269353,1,59.50133021,19664.682,Paris
18,7,2.328162763,1,59.50133021,19664.682,Paris
18,8,3.642969051,2,59.50133021,19664.682,Paris
18,9,1.223464336,0,59.50133021,19664.682,Paris
18,10,1.114356974,1,59.50133021,19664.682,Paris
18,11,3.352015785,0,59.50133021,19664.682,Paris
18,12,0.008916638,1,59.50133021,19664.682,Paris
18,13,1.147062907,0,59.50133021,19664.682,Paris
18,14,1.425206185,1,59.50133021,19664.682,Paris
18,15,1.894272639,0,59.50133021,19664.682,Paris
18,16,0.156738016,0,59.50133021,19664.682,Paris
18,17,0,0,59.50133021,19664.682,Paris
18,18,2.193864934,0,59.50133021,19664.682,Paris
18,19,3.606484225,1,59.50133021,19664.682,Paris
18,20,2.26872774,0,59.50133021,19664.682,Paris
19,1,2.370094538,1,39.60338776,15403.72369,Hague
19,2,2.079435577,1,39.60338776,15403.72369,Hague
19,3,0.19545208,0,39.60338776,15403.72369,Hague
19,4,1.941243524,1,39.60338776,15403.72369,Hague
19,5,1.722088664,0,39.60338776,15403.72369,Hague
19,6,0.977188403,0,39.60338776,15403.72369,Hague
19,7,0.905674828,1,39.60338776,15403.72369,Hague
19,8,2.054515536,0,39.60338776,15403.72369,Hague
19,9,4.07571417,1,39.60338776,15403.72369,Hague
19,10,1.38343955,2,39.60338776,15403.72369,Hague
19,11,3.087448221,3,39.60338776,15403.72369,Hague
19,12,0.409526506,0,39.60338776,15403.72369,Hague
19,13,2.46460169,0,39.60338776,15403.72369,Hague
19,14,2.922201581,0,39.60338776,15403.72369,Hague
19,15,2.75588431,0,39.60338776,15403.72369,Hague
19,16,2.665523979,2,39.60338776,15403.72369,Hague
19,17,0.683146166,0,39.60338776,15403.72369,Hague
19,18,2.11848378,1,39.60338776,15403.72369,Hague
19,19,1.781836941,0,39.60338776,15403.72369,Hague
19,20,2.162813154,2,39.60338776,15403.72369,Hague
20,1,2.649290974,1,38.11462711,16832.12558,Brussels
20,2,3.285393861,0,38.11462711,16832.12558,Brussels
20,3,0,0,38.11462711,16832.12558,Brussels
20,4,0.9402145,1,38.11462711,16832.12558,Brussels
20,5,1.25616714,0,38.11462711,16832.12558,Brussels
20,6,1.197463063,2,38.11462711,16832.12558,Brussels
20,7,1.228301437,1,38.11462711,16832.12558,Brussels
20,8,2.743668829,0,38.11462711,16832.12558,Brussels
20,9,2.834620173,2,38.11462711,16832.12558,Brussels
20,10,1.191040056,0,38.11462711,16832.12558,Brussels
20,11,2.029262703,1,38.11462711,16832.12558,Brussels
20,12,0.958032331,1,38.11462711,16832.12558,Brussels
20,13,2.695755804,2,38.11462711,16832.12558,Brussels
20,14,0.571957732,0,38.11462711,16832.12558,Brussels
20,15,1.452018689,1,38.11462711,16832.12558,Brussels
20,16,0.310321716,0,38.11462711,16832.12558,Brussels
20,17,2.321206933,0,38.11462711,16832.12558,Brussels
20,18,2.066328297,1,38.11462711,16832.12558,Brussels
20,19,1.717008125,1,38.11462711,16832.12558,Brussels
20,20,2.196004881,1,38.11462711,16832.12558,Brussels
21,1,0.7005862,0,50.22899944,14169.27077,Brussels
21,2,2.460074484,0,50.22899944,14169.27077,Brussels
21,3,0,0,50.22899944,14169.27077,Brussels
21,4,0.847457237,0,50.22899944,14169.27077,Brussels
21,5,2.414861697,1,50.22899944,14169.27077,Brussels
21,6,0.723383914,0,50.22899944,14169.27077,Brussels
21,7,2.081083093,0,50.22899944,14169.27077,Brussels
21,8,3.182078632,1,50.22899944,14169.27077,Brussels
21,9,2.827666211,2,50.22899944,14169.27077,Brussels
21,10,1.342542758,0,50.22899944,14169.27077,Brussels
21,11,2.489860108,0,50.22899944,14169.27077,Brussels
21,12,3.25483833,0,50.22899944,14169.27077,Brussels
21,13,1.39670928,1,50.22899944,14169.27077,Brussels
21,14,1.925745301,0,50.22899944,14169.27077,Brussels
21,15,2.416734366,0,50.22899944,14169.27077,Brussels
21,16,2.231258157,0,50.22899944,14169.27077,Brussels
21,17,0.588255778,0,50.22899944,14169.27077,Brussels
21,18,1.184609143,0,50.22899944,14169.27077,Brussels
21,19,3.042936645,2,50.22899944,14169.27077,Brussels
21,20,0.585865895,2,50.22899944,14169.27077,Brussels
22,1,0,1,64.6546248,24812.17166,Hague
22,2,3.279581292,1,64.6546248,24812.17166,Hague
22,3,1.663333347,1,64.6546248,24812.17166,Hague
22,4,2.26634442,1,64.6546248,24812.17166,Hague
22,5,2.264672218,0,64.6546248,24812.17166,Hague
22,6,2.984844135,0,64.6546248,24812.17166,Hague
22,7,4.007965607,1,64.6546248,24812.17166,Hague
22,8,2.72114492,2,64.6546248,24812.17166,Hague
22,9,0.690399488,1,64.6546248,24812.17166,Hague
22,10,1.187378372,1,64.6546248,24812.17166,Hague
22,11,1.611141278,1,64.6546248,24812.17166,Hague
22,12,0.347914313,0,64.6546248,24812.17166,Hague
22,13,0.298472838,0,64.6546248,24812.17166,Hague
22,14,2.419116566,0,64.6546248,24812.17166,Hague
22,15,2.14892626,0,64.6546248,24812.17166,Hague
22,16,2.572496469,0,64.6546248,24812.17166,Hague
22,17,1.069878536,0,64.6546248,24812.17166,Hague
22,18,2.301870197,0,64.6546248,24812.17166,Hague
22,19,0.660398191,0,64.6546248,24812.17166,Hague
22,20,0.293021443,0,64.6546248,24812.17166,Hague
23,1,1.820889971,1,52.1596861,12027.35204,Paris
23,2,1.139863525,0,52.1596861,12027.35204,Paris
23,3,2.81760073,1,52.1596861,12027.35204,Paris
23,4,4.472835282,0,52.1596861,12027.35204,Paris
23,5,1.791184647,1,52.1596861,12027.35204,Paris
23,6,0,0,52.1596861,12027.35204,Paris
23,7,1.347070931,1,52.1596861,12027.35204,Paris
23,8,1.559731248,0,52.1596861,12027.35204,Paris
23,9,0.957026441,0,52.1596861,12027.35204,Paris
23,10,1.705656281,0,52.1596861,12027.35204,Paris
23,11,2.919368972,0,52.1596861,12027.35204,Paris
23,12,1.319351346,0,52.1596861,12027.35204,Paris
23,13,1.873342177,1,52.1596861,12027.35204,Paris
23,14,1.253387712,0,52.1596861,12027.35204,Paris
23,15,2.784741079,2,52.1596861,12027.35204,Paris
23,16,0.399580585,0,52.1596861,12027.35204,Paris
23,17,2.467066883,1,52.1596861,12027.35204,Paris
23,18,2.30001533,1,52.1596861,12027.35204,Paris
23,19,2.618439273,0,52.1596861,12027.35204,Paris
23,20,1.791241786,0,52.1596861,12027.35204,Paris
24,1,2.679079514,1,23.16125742,11519.25971,Brussels
24,2,1.422546721,0,23.16125742,11519.25971,Brussels
24,3,2.808016952,1,23.16125742,11519.25971,Brussels
24,4,4.334678734,3,23.16125742,11519.25971,Brussels
24,5,0.643950382,0,23.16125742,11519.25971,Brussels
24,6,1.579294823,0,23.16125742,11519.25971,Brussels
24,7,0.83411548,0,23.16125742,11519.25971,Brussels
24,8,1.912259048,0,23.16125742,11519.25971,Brussels
24,9,2.063364002,0,23.16125742,11519.25971,Brussels
24,10,3.156958022,0,23.16125742,11519.25971,Brussels
24,11,0,0,23.16125742,11519.25971,Brussels
24,12,2.673187119,0,23.16125742,11519.25971,Brussels
24,13,0.791349058,1,23.16125742,11519.25971,Brussels
24,14,1.290833758,0,23.16125742,11519.25971,Brussels
24,15,1.433854116,1,23.16125742,11519.25971,Brussels
24,16,3.024812081,1,23.16125742,11519.25971,Brussels
24,17,1.973751228,0,23.16125742,11519.25971,Brussels
24,18,2.816216059,0,23.16125742,11519.25971,Brussels
24,19,0.680222327,0,23.16125742,11519.25971,Brussels
24,20,4.330312249,1,23.16125742,11519.25971,Brussels
25,1,1.760589435,0,38.07441514,16507.27679,Hague
25,2,1.033710084,0,38.07441514,16507.27679,Hague
25,3,0.312081048,0,38.07441514,16507.27679,Hague
