timestamp_utc,device_id,repair_cost,repair_cost_currency,repair_performer_id
13/01/2020 23:58:23,I29TY0Z11U95,3,EUR,5013
14/01/2020 05:00:49,P2TNA35J3LSB,16,EUR,5020
14/01/2020 11:25:22,75HWWHHDNM7H,4,EUR,5015
14/01/2020 13:23:28,1LMI89QE2PTR,6,EUR,5017
14/01/2020 17:02:07,AWLHV21DIUTO,7,EUR,5013
14/01/2020 17:37:45,L2I3Q7XCFYH1,3,EUR,5004
15/01/2020 02:20:50,BCXTO17IS935,5,EUR,5017
15/01/2020 17:14:50,AGN51GQOS5X3,7,EUR,5008
16/01/2020 09:01:41,YI1SZMLFHSSE,7,EUR,5015
16/01/2020 16:20:37,KH5NP9GODF29,2,EUR,5006
16/01/2020 17:52:49,KF065L5K4ZN7,1,EUR,5029
16/01/2020 21:32:31,G6D6F1HSVRRB,12,EUR,5020
17/01/2020 07:48:55,BP4E2W31LUBG,7,CHF,5031
17/01/2020 14:29:46,ZDFFWU0YED4D,7,CHF,5031
17/01/2020 14:30:19,JZFODW8HIJJ7,3,EUR,5002
17/01/2020 14:37:40,PFBGHY1M6KQ1,5,EUR,5006
17/01/2020 17:09:51,20KIUT0065JO,5,EUR,5031
17/01/2020 19:03:06,HA0R53Z29K0K,4,EUR,5013
18/01/2020 09:28:25,RN8731ASF4K4,2,EUR,5003
18/01/2020 13:04:37,BU01B7D99NBD,14,EUR,5020
18/01/2020 16:48:38,TC5AVIZZJEFS,1,EUR,5001
18/01/2020 20:52:24,OVVSI6MRU314,1,EUR,5024
18/01/2020 22:27:57,B004JVXJX2UX,1,EUR,5003
18/01/2020 23:28:14,WW7QG50TVMKY,19,EUR,5020
19/01/2020 18:04:40,2T4HQ2RODGSS,7,EUR,5017
19/01/2020 18:11:43,15TM0V41ZWH1,21,EUR,5020
19/01/2020 18:45:10,A7H4BVH4O9Z6,4,EUR,5005
19/01/2020 18:51:13,K699VROKLY6L,5,EUR,5028
19/01/2020 23:23:13,NFGD0UWVRD5I,5,EUR,5017
20/01/2020 13:17:58,Y3F41NGP9X3O,7,EUR,5028
20/01/2020 14:58:30,JTXJ542DYCNZ,7,EUR,5014
20/01/2020 17:23:21,21B94GDT48PT,3,EUR,5031
20/01/2020 17:50:46,CKN00YFOO7UQ,4,EUR,5025
20/01/2020 18:32:11,KNW7SRBSFTD9,2,EUR,5003
20/01/2020 18:34:34,4IV2U3N8DW9I,4,EUR,5013
20/01/2020 19:10:27,067IDMJE2DBZ,3,EUR,5025
20/01/2020 21:22:29,ZEU4E287WWA2,6,EUR,5027
20/01/2020 21:49:35,VF7COKAM2AV2,5,EUR,5028
21/01/2020 17:34:55,KQ1VUR4WNUX5,1,EUR,5017
21/01/2020 17:51:24,H67X9OL0HSX7,10,EUR,5020
21/01/2020 18:05:47,UAWKCTA3W2O0,3,EUR,5010
21/01/2020 18:15:00,TO9E2W2P9JF8,7,EUR,5001
21/01/2020 20:14:47,JVUS6SJLAWXG,7,EUR,5017
21/01/2020 20:54:07,9PET0AVO4UA5,6,EUR,5015
22/01/2020 05:42:05,EQA3OAR7UX93,1,EUR,5010
22/01/2020 09:08:01,PEDSJM3V39JD,3,EUR,5017
22/01/2020 10:26:14,VMNIADNNHQSY,7,CHF,5029
22/01/2020 16:12:53,84O6CP5X01XW,4,EUR,5017
22/01/2020 17:49:43,M83463HH963B,6,EUR,5008
22/01/2020 18:14:24,KO5F0Y7VQ3C4,3,EUR,5019
22/01/2020 19:03:52,QYQQI10IFEU3,1,EUR,5003
23/01/2020 04:26:23,JTW8GP7V1YC9,2,EUR,5005
23/01/2020 08:33:05,1BCA19FB43VB,6,EUR,5025
23/01/2020 12:23:19,EBV0WCHONDHF,5,EUR,5008
23/01/2020 18:24:49,WKDTGCJYJMQL,3,EUR,5017
23/01/2020 18:57:18,K5KDX7JDZT95,5,EUR,5016
23/01/2020 19:12:45,RL45LWRTPMMM,4,EUR,5021
23/01/2020 22:27:02,1B508M5F8CD8,20,EUR,5020
24/01/2020 07:29:26,IFANV20JZH93,7,EUR,5006
24/01/2020 11:55:21,MK78IT077DSS,2,EUR,5004
24/01/2020 12:25:23,E3R8D6QPF66X,5,EUR,5003
24/01/2020 12:47:23,I3PFSGMQWRSV,7,EUR,5023
24/01/2020 21:29:23,X5J5T2S7I3LY,3,EUR,5022
24/01/2020 22:56:01,RXYCUKHO8JF6,5,EUR,5025
24/01/2020 22:57:57,BJXOAVNRAM9I,6,EUR,5017
25/01/2020 09:07:39,YZ1RY1WWXJEG,3,EUR,5003
25/01/2020 12:59:00,NWN6HPLZ3QI7,7,EUR,5001
25/01/2020 16:47:02,HFUW4MD64IF8,7,EUR,5003
25/01/2020 19:51:26,3IXHXR9206B1,7,EUR,5019
25/01/2020 21:49:56,NRDAF0O23CL7,7,CHF,5031
26/01/2020 12:03:35,1003EPK8PTWO,3,EUR,5006
26/01/2020 13:18:03,SCQFJIEW9Y03,5,EUR,5017
26/01/2020 15:35:43,44QSP31APMZ4,4,EUR,5027
26/01/2020 16:35:31,54MJ7O7N1PXG,4,EUR,5017
26/01/2020 19:22:37,4SV9Z7AGH2PQ,6,EUR,5002
26/01/2020 22:03:26,8T8DIBFCA8ZD,6,EUR,5003
27/01/2020 11:04:05,9VNK31R4EH80,1,EUR,5015
27/01/2020 17:11:49,5IZQ37KW7Z37,4,EUR,5014
27/01/2020 20:43:41,X5ECNF9NZUWO,5,EUR,5017
28/01/2020 08:37:57,JUC2ELZQ2BQU,2,EUR,5013
28/01/2020 09:08:24,QG8GQ43D52TW,3,EUR,5021
28/01/2020 13:00:08,HSL7AU1SXTAN,7,EUR,5008
28/01/2020 18:49:30,QADKL73H40QL,1,EUR,5028
28/01/2020 18:53:05,PCR28W4UO176,3,EUR,5029
28/01/2020 18:55:58,RZ0EO5AZTRJD,2,EUR,5014
28/01/2020 21:18:43,UNXJ1OFZKYWN,7,EUR,5023
28/01/2020 22:38:30,WVQ8OMCBJ2W2,6,EUR,5008
29/01/2020 07:30:55,4AWZ2SLZWVYP,3,EUR,5013
29/01/2020 08:37:17,KJ9PYG6TYRSO,7,EUR,5028
29/01/2020 08:40:28,WMN4VRIXXVJA,5,EUR,5008
29/01/2020 12:28:13,TOGMYEIE1TQ5,7,EUR,5007
29/01/2020 15:40:49,EMBEI80LUA3T,4,EUR,5007
29/01/2020 17:34:38,M2YYSUIAQTTG,5,EUR,5010
29/01/2020 17:34:53,V2A59GR7FV0M,5,EUR,5001
29/01/2020 18:13:13,NKGJUXP2YZF0,7,EUR,5003
29/01/2020 18:29:03,NWKMPCB3SRM4,2,EUR,5025
29/01/2020 22:48:20,D0GAY7PYW2O9,21,EUR,5020
30/01/2020 06:50:22,Z6MBE0E2DMDX,1,CHF,5031
30/01/2020 09:29:45,OHRS9SIVJKO5,7,EUR,5005
30/01/2020 11:36:54,FFLWIFVNRHHC,1,EUR,5010
30/01/2020 15:14:21,YCDJ6CP1IVQW,38,EUR,5020
30/01/2020 16:23:15,TTSXRUXB6BOQ,5,EUR,5017
30/01/2020 18:43:22,EKCME5G9PSB3,4,CHF,5031
31/01/2020 00:22:58,SX5ZPYK04MX1,2,EUR,5028
31/01/2020 12:07:47,X3E78ZUAY11D,51,EUR,5020
31/01/2020 18:24:20,3EXQK5NAZ7JU,2,EUR,5008
31/01/2020 22:43:52,8K91SAE7149V,7,EUR,5013
1/2/2020 6:46,X7PXIG4VIM62,4,EUR,5013
1/2/2020 14:58,U1TG3EVJFQK0,6,EUR,5017
1/2/2020 19:42,FK4X4OOTS6QG,6,EUR,5015
1/2/2020 23:14,LLADP6F4J0UP,21,EUR,5020
1/2/2020 23:47,11E98L17LW2Y,3,EUR,5004
2/2/2020 5:51,0ZTIN0S17GS5,1,EUR,5027
2/2/2020 11:02,TLB4WVW98RC8,2,EUR,5016
2/2/2020 15:26,XGNMJM3Y450M,3,EUR,5010
2/2/2020 18:04,67M75FIQ2P8L,2,EUR,5014
2/2/2020 18:24,IP63AGHEVXC3,5,EUR,5006
2/2/2020 20:30,I283UW0NDJL3,1,EUR,5003
3/2/2020 3:42,8LT6AW6L0IHN,1,CHF,5028
3/2/2020 9:51,52BHTA5R9WFC,7,EUR,5028
3/2/2020 11:14,CH86P8DE3BRZ,1,EUR,5021
3/2/2020 11:35,U5A5BE9AGVZW,4,EUR,5016
3/2/2020 11:58,X7XUEMUJZYD8,6,EUR,5004
3/2/2020 15:34,SRTLGLVIO8HD,3,EUR,5029
4/2/2020 23:56,27N2D0YH0NXE,3,EUR,5006
5/2/2020 4:18,WYCC9RBHOOR2,7,EUR,5015
5/2/2020 12:56,3SZ3D1QGTTPT,5,EUR,5014
5/2/2020 20:35,8QXZFDGK2KFG,4,EUR,5029
5/2/2020 21:27,D8PS4ATJ0J1T,1,EUR,5013
6/2/2020 3:29,KKT9RL98G9PZ,3,EUR,5008
6/2/2020 6:26,0ITKBQ5I1BDV,6,EUR,5023
6/2/2020 16:52,UIX172G7K427,30,EUR,5020
6/2/2020 16:58,ZENFUYOCFYHD,3,EUR,5027
6/2/2020 17:39,OSF49IOBAW2P,5,EUR,5003
6/2/2020 18:03,JL384PDZ259L,7,EUR,5027
6/2/2020 21:06,20RAHG3P3LUU,7,EUR,5004
6/2/2020 21:56,7BT88D5VPD99,1,CHF,5031
6/2/2020 23:26,GHJZIU4JES1D,6,EUR,5017
6/2/2020 23:31,I5VTLLDI1JVJ,7,EUR,5023
7/2/2020 0:07,0P60EQT0M7S2,3,CHF,5028
7/2/2020 1:46,301FA9KXX16N,1,EUR,5013
7/2/2020 10:10,S4ZUPSQAME5Q,25,EUR,5020
7/2/2020 12:12,K2SMG36OJJJ9,4,EUR,5017
8/2/2020 9:45,JR2OH8OIRQHR,2,EUR,5029
8/2/2020 10:18,6H9SXW8NBJPY,4,EUR,5016
8/2/2020 13:17,WR8Y0SI6RQC0,3,EUR,5010
8/2/2020 15:15,KNFNTS1YJZ5N,6,EUR,5019
8/2/2020 18:20,FZFKBUNEQWYM,20,EUR,5020
9/2/2020 14:57,5VLLBQTYP4I5,5,EUR,5010
9/2/2020 16:51,LKAG60IKX3SC,5,EUR,5017
9/2/2020 21:59,B01OX2KTDMP3,1,EUR,5004
10/2/2020 7:31,3088URKF3NXI,7,EUR,5015
10/2/2020 8:11,DY80S4EEX1FB,3,EUR,5029
10/2/2020 8:29,2EOFX1KM7LWH,1,EUR,5027
10/2/2020 9:39,H85B4A07X8G2,4,EUR,5003
10/2/2020 12:04,QSQ08A28HB3X,4,EUR,5010
10/2/2020 15:44,YYFA1OU0IZZS,4,EUR,5022
10/2/2020 17:06,T15QWHCVLAWV,2,EUR,5019
10/2/2020 19:11,9O994G3M5L5V,6,EUR,5014
10/2/2020 19:37,7YG1ISOHZ0K0,6,EUR,5017
11/2/2020 4:28,4IAFSFGE7YB8,6,EUR,5023
11/2/2020 8:56,K5RX3522URCK,5,EUR,5021
11/2/2020 17:51,NSKR1LTAII3Z,3,EUR,5024
11/2/2020 18:00,ID1UMCX7Y0AJ,4,EUR,5027
11/2/2020 19:49,DPA71KK89720,1,EUR,5008
11/2/2020 22:14,JUZ00F03E5YL,2,EUR,5017
12/2/2020 7:16,C6QCVMBAJUCE,4,EUR,5003
12/2/2020 12:27,2QKA273BDWWW,1,EUR,5007
12/2/2020 18:04,28X8CELHHBQ7,6,EUR,5007
13/02/2020 00:05:41,SXJNMNFGGK16,3,EUR,5002
13/02/2020 01:40:10,TZYE7QVR5RVU,1,EUR,5007
13/02/2020 02:23:03,P3YDP08TAMZJ,4,EUR,5005
13/02/2020 06:47:51,YM9ML2ZPRU82,7,EUR,5017
13/02/2020 15:46:04,WXTSC46DUVKD,3,EUR,5008
13/02/2020 16:38:48,7OT4DRF9HHFV,1,EUR,5022
14/02/2020 03:18:52,5BMF4PXJ85VO,5,EUR,5002
14/02/2020 07:54:44,OP32IUXELLOQ,6,EUR,5025
14/02/2020 12:28:30,0HXBBOX2I75X,2,EUR,5004
14/02/2020 14:13:50,3VG5DS40G6O3,1,EUR,5027
14/02/2020 16:29:06,8NFPAQSJ7WPQ,2,EUR,5003
14/02/2020 20:16:34,M9X7EYF03F3M,1,CHF,5028
14/02/2020 22:01:50,ZC9I3COMQKF0,1,EUR,5004
15/02/2020 05:18:25,GA0309DD5TWD,6,EUR,5017
15/02/2020 18:49:58,M6FOQ5EO5PZI,15,EUR,5020
16/02/2020 02:48:32,T16FMUZ3KGZO,7,EUR,5008
16/02/2020 09:14:49,BEE0S65O8CSR,5,EUR,5004
16/02/2020 12:48:01,VZPIK7VJGR11,20,EUR,5020
16/02/2020 14:20:57,4UZ1XBF8BHV4,6,EUR,5008
16/02/2020 14:41:03,90MY5LDONHE5,2,EUR,5028
16/02/2020 16:04:42,27GUO1R6H27C,5,CHF,5028
16/02/2020 17:04:28,V69DLLW321MR,6,EUR,5004
17/02/2020 05:11:14,YQXT6AWCMWHD,5,EUR,5027
17/02/2020 11:59:18,L9H7DRPIFFQA,2,EUR,5023
17/02/2020 12:16:34,0GB6357WGBNM,5,EUR,5003
17/02/2020 16:09:18,V2MIYA0PSBKG,2,CHF,5024
17/02/2020 22:00:54,HX685AGQXBDQ,7,EUR,5003
18/02/2020 01:10:54,UYS4QJDCDXJM,1,EUR,5013
18/02/2020 11:33:07,R9HSDYSSYEFY,1,EUR,5014
18/02/2020 13:53:47,97ZJDCP4915U,7,CHF,5028
18/02/2020 16:18:29,MOEHJASIBX8J,3,EUR,5024
18/02/2020 17:24:18,9FFXSBF5Y86N,4,EUR,5017
19/02/2020 06:53:10,C1GT53RD1SPB,5,EUR,5022
19/02/2020 08:37:51,CYDH6V37HGP0,3,EUR,5004
19/02/2020 14:39:38,BCWM0Q74EDAU,4,EUR,5004
19/02/2020 16:19:21,J8B0L16Q9J6Q,1,EUR,5015
19/02/2020 18:41:06,VQPRDXYVFQCY,7,EUR,5031
19/02/2020 19:14:50,GII8V03Q4MJX,1,EUR,5017
20/02/2020 16:22:37,MUNKSHN7A4UE,6,EUR,5017
21/02/2020 04:27:18,G9C5V62878BS,4,EUR,5028
21/02/2020 12:09:53,CNGRT4E4GGYS,1,EUR,5017
21/02/2020 13:17:20,PBRDRZDUQ4IR,2,EUR,5023
21/02/2020 14:22:27,X1JVFT0VWG8W,1,EUR,5023
21/02/2020 14:51:35,2V65AQVWLY2B,6,EUR,5014
21/02/2020 16:47:57,U97SVHE3LMJ9,5,EUR,5014
21/02/2020 19:31:31,4NOP6HMCJ9T0,5,EUR,5015
22/02/2020 10:39:45,W0SL9UFM0D5Y,5,EUR,5022
22/02/2020 11:32:36,GOA24UNW16UA,4,CHF,5024
22/02/2020 14:03:23,PXBE3WOYJVNT,7,EUR,5005
22/02/2020 15:55:15,1JWX31MN7YUU,7,EUR,5024
22/02/2020 23:40:42,Y2BZQ8H4YCB5,5,EUR,5019
23/02/2020 07:22:47,PND4NJ6SGC7G,5,EUR,5016
23/02/2020 14:13:20,F8BRNVTDDCDK,2,EUR,5014
23/02/2020 18:44:03,0JQLMG0TQBWB,6,EUR,5028
23/02/2020 21:08:32,U6CTHLM0ZTDL,35,EUR,5020
24/02/2020 02:32:29,VRL1RFKLXG48,5,EUR,5021
24/02/2020 15:16:23,8UTYLH9FKC89,35,EUR,5020
24/02/2020 15:59:16,SBZYB5CTXJEY,7,EUR,5015
24/02/2020 17:43:52,L3BRBCTE93TJ,35,EUR,5020
25/02/2020 12:40:52,8ITABJZR65B4,5,EUR,5024
25/02/2020 16:59:32,3ITRJZZEO55N,2,EUR,5006
26/02/2020 08:06:22,WPYYW43FVC48,7,EUR,5008
26/02/2020 13:02:17,K019R7RJCHK9,3,EUR,5013
27/02/2020 02:33:29,MQQJNI8LXJAY,7,EUR,5025
27/02/2020 12:45:19,ADEUQ6TS8SYR,1,EUR,5011
27/02/2020 13:07:23,BE1I25BQBS2Q,4,EUR,5014
27/02/2020 15:26:53,X02M67ZQDAUR,2,EUR,5006
27/02/2020 16:10:40,0JMDRN5JEV1F,4,EUR,5006
27/02/2020 19:51:10,AEUHW1S6336M,35,EUR,5020
27/02/2020 19:54:50,92DIKWACJ8GN,6,EUR,5014
27/02/2020 20:14:25,1C0INVOZABUM,1,EUR,5023
27/02/2020 21:18:02,STOBK0RAEZWV,3,EUR,5016
27/02/2020 22:56:29,L9P9GOWY3MK6,4,EUR,5007
28/02/2020 02:58:07,LC0YHWLGX9GM,2,EUR,5016
28/02/2020 07:35:22,Y4NAFDVI04QR,4,EUR,5006
28/02/2020 08:32:02,TW6AD1MLQPW8,1,EUR,5003
28/02/2020 08:34:32,B4NLQ89A2CH1,6,EUR,5025
29/02/2020 08:06:49,BKOFQDXK5ONG,5,CHF,5024
29/02/2020 14:57:29,QL75L764FL8T,3,CHF,5002
29/02/2020 17:57:19,5K3H8C1JGUWS,5,EUR,5029
1/3/2020 0:54,LCKI3MJA7JKZ,6,EUR,5015
1/3/2020 8:58,XTZCMRM404B9,3,EUR,5004
1/3/2020 9:11,J6K0T6HBGXCY,5,EUR,5021
1/3/2020 9:37,9G4YY4QVSYIZ,5,EUR,5005
1/3/2020 14:52,M0Y6VBZVVVN4,5,EUR,5006
2/3/2020 3:15,15POV39IXRKL,6,EUR,5028
2/3/2020 4:10,4JA5L23Z8PCF,5,EUR,5027
2/3/2020 9:55,XQ1BGH44O83Z,5,EUR,5013
2/3/2020 13:38,TRS88USM2G0X,7,EUR,5014
2/3/2020 15:41,GVILW24GHZ7W,3,EUR,5010
2/3/2020 18:26,16PZINDIQ4RY,1,CHF,5024
2/3/2020 19:42,N01BYDFMKCV7,6,EUR,5028
3/3/2020 1:09,SQMR63QE44MS,1,EUR,5002
3/3/2020 11:23,3FUYUWU6JT0H,2,EUR,5015
3/3/2020 12:05,WGVIXWDYF23R,3,EUR,5006
3/3/2020 16:18,XK8M1ADC86HZ,3,CHF,5024
3/3/2020 18:41,SGDIM1JOP1K4,5,EUR,5005
3/3/2020 19:39,A81YBPUSDL13,5,EUR,5031
4/3/2020 7:58,V1BSK0OEIN4D,4,EUR,5016
4/3/2020 8:21,MV6680E728WJ,1,EUR,5017
4/3/2020 9:20,R3YFKC0K9FUY,3,EUR,5004
4/3/2020 9:48,UW0G53BO2HJ6,3,EUR,5003
4/3/2020 11:14,S4C8ZHPK4YWB,6,EUR,5004
4/3/2020 17:08,J1JBOVOT29FQ,2,EUR,5013
4/3/2020 17:26,IH5WR735MD8Z,5,EUR,5014
4/3/2020 22:33,7R8HJCVZ5LQL,1,EUR,5031
5/3/2020 7:47,8HE0JICXVHLD,7,EUR,5016
6/3/2020 2:58,FDQBG1TOEBW7,3,EUR,5015
6/3/2020 8:46,GWU9JD4QLJ2G,4,EUR,5022
6/3/2020 13:10,Q2S5FQMQ6X4V,6,EUR,5015
6/3/2020 16:01,W2RB4EBFKB5E,35,EUR,5020
7/3/2020 8:03,V5NNJBNVH8TU,35,EUR,5020
7/3/2020 13:16,6E3F6PRAEQKJ,4,EUR,5015
7/3/2020 17:50,DWAWV08Q06IJ,2,EUR,5022
7/3/2020 19:15,OQ1RV3VULJXR,3,EUR,5008
7/3/2020 19:25,45O74MMCRISQ,3,EUR,5029
7/3/2020 20:37,YCZVI05R3INV,7,EUR,5007
8/3/2020 11:30,KCYJCE577JIN,2,CHF,5024
8/3/2020 13:16,NHSIQT28V3TX,6,EUR,5019
8/3/2020 13:31,9FB785J71QWG,7,EUR,5005
8/3/2020 17:51,MRAG8RKIPEHR,2,EUR,5005
8/3/2020 17:51,TRJQ486LASPP,1,EUR,5008
8/3/2020 18:47,WOEC9E2B23RT,1,EUR,5007
9/3/2020 13:17,ORZS8LBOU4S6,5,EUR,5012
9/3/2020 15:42,6TMICYH01EIS,1,CHF,5031
9/3/2020 16:53,4YKBX0HPCOOL,7,EUR,5029
9/3/2020 19:28,MKX4SPLWBXNV,1,EUR,5014
9/3/2020 21:57,NITP0YQ4RYVD,6,EUR,5017
10/3/2020 0:51,XRJQGICEXHLK,7,EUR,5017
10/3/2020 15:10,1AU3XS3UHOLY,2,CHF,5031
10/3/2020 17:02,TYRI9CRD82B1,5,EUR,5024
10/3/2020 17:44,EBPRX0ZXBY73,5,EUR,5003
10/3/2020 23:11,U7MFM9OHCEXX,1,EUR,5017
11/3/2020 11:58,Z1MTO7GKDI57,2,EUR,5026
11/3/2020 13:08,IA6Q125S2BJL,4,EUR,5013
11/3/2020 21:48,GHY7CCWGZM5L,2,EUR,5002
11/3/2020 21:50,LNQQWXBJL73N,6,EUR,5005
11/3/2020 21:57,3FR4QHQ7UGAA,5,EUR,5024
12/3/2020 0:57,DZXC8MEHP7O9,7,EUR,5019
12/3/2020 15:36,HAD3EWGAFY85,7,EUR,5017
13/03/2020 12:45:25,YYTRD3CKB21U,1,EUR,5017
13/03/2020 14:19:35,TFYAHXJIRING,4,EUR,5004
13/03/2020 17:08:31,KFHD04UD3ZSZ,5,EUR,5025
14/03/2020 15:42:01,XWSSAAR8AJBP,1,EUR,5031
14/03/2020 15:46:54,PWZB1GI2FREE,3,EUR,5001
14/03/2020 17:58:31,ORQJWKGLODIQ,6,CHF,5028
14/03/2020 18:49:30,AUAOUZKTW4HL,2,EUR,5014
14/03/2020 23:15:07,FYQAY8ZHPI23,4,EUR,5028
15/03/2020 15:47:09,BLKLYDLX7AXN,1,EUR,5031
15/03/2020 16:09:11,HHA3BOXMP9UD,5,EUR,5004
15/03/2020 16:49:25,YZXYS6AVJM5M,5,EUR,5027
15/03/2020 23:16:35,9JB5ALEJIK8N,6,EUR,5019
16/03/2020 15:40:28,QL75L764FL8T,5,CHF,5002
16/03/2020 16:12:47,YU0TC9C5ZJ3K,5,CHF,5031
16/03/2020 17:04:14,FWS9D9774A7W,21,EUR,5020
16/03/2020 17:41:00,X67DW0ZVNXKH,7,EUR,5024
16/03/2020 18:08:05,628YJ88XNTFY,1,EUR,5009
16/03/2020 21:19:02,2SLDHGT5V8W7,4,EUR,5001
17/03/2020 10:39:39,QL75L764FL8T,5,EUR,5004
17/03/2020 12:30:25,1YKTOUN2VAW6,3,EUR,5028
17/03/2020 19:38:30,RSK71W9QBSU6,6,EUR,5006
18/03/2020 09:23:28,G7R7KVNK2MX3,6,EUR,5028
18/03/2020 17:53:34,JY6KDGRRO2I0,2,CHF,5028
18/03/2020 21:24:51,VQFT5ACOAB3P,5,EUR,5017
19/03/2020 07:37:38,V5KTQPDJNHES,35,EUR,5020
19/03/2020 08:18:22,XDCKNIHEHSXS,35,EUR,5020
19/03/2020 08:50:35,QX8NCG1G1BDE,5,EUR,5027
19/03/2020 14:33:40,JHS6RAC7QYS8,6,EUR,5023
19/03/2020 18:26:12,CHO1GD52J80B,6,EUR,5006
19/03/2020 23:55:36,BUQSNNSAUS6U,6,EUR,5004
20/03/2020 09:12:45,6XSP7K3SLSAO,5,EUR,5025
20/03/2020 12:04:44,596S5YYWN5FO,3,EUR,5015
21/03/2020 10:24:01,YG0OGRI1FOK4,5,EUR,5017
21/03/2020 15:07:13,UOI3OH5FBR2H,1,EUR,5017
21/03/2020 16:46:41,8TANLIT6QO1S,4,EUR,5005
22/03/2020 14:09:26,XJBJT80KF9JJ,3,EUR,5006
22/03/2020 15:35:56,VZ91UAT1DXML,6,EUR,5002
23/03/2020 18:44:18,3J72CRJGSEFI,1,EUR,5013
24/03/2020 01:04:06,KHSQ0KO2KSOQ,1,EUR,5029
24/03/2020 17:58:35,K99WCG5AGX0L,4,EUR,5021
24/03/2020 22:51:00,MEOBI2DNHZPX,4,EUR,5022
25/03/2020 15:27:04,KYI3IWBB8YV2,1,EUR,5013
25/03/2020 19:11:07,6JTEJMGI1BV7,5,EUR,5015
26/03/2020 09:41:38,69HQJ2ITXVMP,5,EUR,5013
26/03/2020 11:47:28,7CAN8OFZ5WYX,4,EUR,5020
26/03/2020 13:56:35,CF6BIODXE8OR,2,EUR,5015
26/03/2020 14:43:39,UX1ROPX2AGVS,2,EUR,5028
26/03/2020 15:10:52,VZDJOUYBID6X,1,EUR,5024
27/03/2020 16:26:50,QBK6LKVM0DDP,2,EUR,5016
28/03/2020 11:42:55,1W3EZ1XVKGSQ,20,EUR,5020
28/03/2020 14:20:41,6457W3ECTZKH,20,EUR,5020
28/03/2020 16:06:32,6MRFPWU3EXID,6,CHF,5031
28/03/2020 20:39:57,QMQXGOQ6Y2BJ,4,CHF,5028
29/03/2020 17:01:18,MA06FTPYY7V2,7,EUR,5029
30/03/2020 20:28:56,57DJGVEBLSV7,5,EUR,5010
31/03/2020 06:55:49,E81SEXWXOO5A,5,EUR,5017
31/03/2020 08:29:15,V8TAM3C6SB79,3,EUR,5010
31/03/2020 10:26:59,8N26EYRYC07T,5,EUR,5016
31/03/2020 17:56:21,44NIO497Z54X,1,EUR,5017
31/03/2020 23:04:18,MRWGKI2N75BB,4,EUR,5006
1/4/2020 8:44,LMVQ1F6SGRXN,1,EUR,5007
1/4/2020 22:44,BN3FN2P3Q1FW,35,EUR,5020
2/4/2020 13:28,2U25AQZTHKCW,2,EUR,5021
2/4/2020 17:43,ADIFBAWPHWA4,3,EUR,5027
3/4/2020 12:51,EIJY4ZFG176T,5,EUR,5016
3/4/2020 20:36,5T7A4PZOWFEE,3,EUR,5008
4/4/2020 16:11,5ELXLV8AZLB9,3,EUR,5027
5/4/2020 4:12,IV2ADOQHK4ET,4,EUR,5008
5/4/2020 12:24,RJIO2I7TEUPY,2,EUR,5020
5/4/2020 15:58,HZT5NUFBGI4F,2,EUR,5004
5/4/2020 18:31,T879FLZN0SBG,5,EUR,5021
5/4/2020 20:05,281UAXOM2ZQI,1,EUR,5014
5/4/2020 22:27,F5EXFCKKH48V,5,EUR,5002
